title,theaters,release,domestic,distributor,release,genre,runtime,rating,budget,worldwide
b'Timecrimes (Los Cronocrimenes)', 7 theaters, 49 days / 7 weeks,"b'$47,200'",Magnolia,"December 12, 2008",b'Foreign',b'1 hrs. 29 min.',b'R',b'N/A',"b'$553,198'"
b'Times and Winds', 2 theaters, 42 days / 6 weeks,"b'$7,500'",Kino,"January 11, 2008",b'Foreign',b'1 hrs. 51 min.',b'Unrated',b'N/A',"b'$387,396'"
b'Tiny Times', 3 theaters, 32 days / 4.6 weeks,"b'$25,900'",China Lion,"July 26, 2013",b'Foreign',b'1 hrs. 56 min.',b'Unrated',b'N/A',"b'$77,717,014'"
b'Tiny Times 2', 6 theaters, 18 days / 2.6 weeks,"b'$48,400'",China Lion,"August 16, 2013",b'Foreign',b'1 hrs. 57 min.',b'Unrated',b'N/A',"b'$47,289,937'"
b'Tip Top', 1 theaters, 56 days / 8 weeks,"b'$6,300'",Kino Lorber,"December 12, 2014",b'Foreign',b'1 hrs. 46 min.',b'Unrated',b'N/A',N/A
b'To Die Like a Man', 1 theaters, 35 days / 5 weeks,"b'$4,300'",Strand,"April 8, 2011",b'Foreign',b'2 hrs. 13 min.',b'Unrated',b'N/A',"b'$4,955'"
b'To Live', 67 theaters,N/A,"b'$4,648,400'",Samuel Goldwyn,"November 18, 1994",b'Foreign',b'2 hrs. 5 min.',b'Unrated',b'N/A',N/A
b'Together', 47 theaters,N/A,"b'$1,583,300'",IFC,"August 24, 2001",b'Foreign',b'1 hrs. 59 min.',b'R',b'N/A',"b'$14,572,229'"
b'Together', 47 theaters,N/A,"b'$1,654,400'",United Artists,"May 30, 2003",b'Foreign',b'1 hrs. 56 min.',b'PG',b'N/A',"b'$14,687,167'"
b'Tokyo Sonata', 10 theaters, 238 days / 34 weeks,"b'$322,700'",Regent Releasing,"March 13, 2009",b'Foreign',b'1 hrs. 59 min.',b'PG-13',b'N/A',"b'$940,430'"
b'Tokyo!', 18 theaters, 105 days / 15 weeks,"b'$423,400'",Liberation Entertainment,"March 6, 2009",b'Foreign',b'1 hrs. 52 min.',b'Unrated',b'N/A',"b'$1,189,862'"
b'Tomboy (2011)', 10 theaters, 128 days / 18.3 weeks,"b'$143,200'",Dada Films,"November 16, 2011",b'Foreign',b'1 hrs. 24 min.',b'Unrated',b'N/A',"b'$129,834'"
b'Tony Manero', 5 theaters, 56 days / 8 weeks,"b'$24,000'",Lorber Films,"July 3, 2009",b'Foreign',b'1 hrs. 38 min.',b'Unrated',b'N/A',N/A
b'Tony Takitani', 5 theaters, 210 days / 30 weeks,"b'$175,300'",Strand,"June 24, 2005",b'Foreign',b'1 hrs. 15 min.',b'Unrated',b'N/A',"b'$556,268'"
b'Too Beautiful For You', 29 theaters,N/A,"b'$3,636,900'",Orion Classics,"March 2, 1990",b'Foreign',b'1 hrs. 33 min.',b'R',b'N/A',N/A
b'Torremolinos 73', 4 theaters, 168 days / 24 weeks,"b'$118,100'",First Run,"April 15, 2005",b'Foreign',b'1 hrs. 34 min.',b'Unrated',b'N/A',"b'$2,416,771'"
b'A Touch of Sin', 7 theaters, 147 days / 21 weeks,"b'$162,000'",Kino Lorber,"October 4, 2013",b'Foreign',b'2 hrs. 13 min.',b'Unrated',b'N/A',N/A
b'Tough Being Loved By Jerks', 7 theaters, 28 days / 4 weeks,b'$700',Kino Lorber,"March 13, 2015",b'Foreign',b'1 hrs. 42 min.',b'Unrated',b'N/A',b'$697'
b'Tous les Matins du Monde', 33 theaters,N/A,"b'$6,462,300'",October,"November 13, 1992",b'Foreign',b'3 hrs. 20 min.',b'Unrated',b'N/A',N/A
b'A Tout de Suite', 6 theaters, 203 days / 29 weeks,"b'$335,800'",Cinema Guild,"April 29, 2005",b'Foreign',b'1 hrs. 35 min.',b'Unrated',b'N/A',"b'$248,565'"
b'Tout est Parfait', 26 theaters, 35 days / 5 weeks,"b'$405,900'",Alliance,"February 15, 2008",b'Foreign',b'1 hrs. 58 min.',b'R',b'N/A',"b'$373,360'"
b'Transfixed', 1 theaters, 49 days / 7 weeks,"b'$24,200'",Picture This!,"July 30, 2004",b'Foreign',b'1 hrs. 45 min.',b'Unrated',b'N/A',N/A
b'Travellers and Magicians', 12 theaters, 196 days / 28 weeks,"b'$684,700'",Zeitgeist,"January 7, 2005",b'Foreign',b'1 hrs. 47 min.',b'Unrated',b'N/A',"b'$668,639'"
b'Treeless Mountain', 4 theaters, 149 days / 21.3 weeks,"b'$72,800'",Oscilloscope Pictures,"April 22, 2009",b'Foreign',b'1 hrs. 29 min.',b'Unrated',b'N/A',"b'$124,023'"
b'Triad Election', 3 theaters, 121 days / 17.3 weeks,"b'$70,200'",Tartan,"April 25, 2007",b'Foreign',b'1 hrs. 32 min.',b'Unrated',b'N/A',"b'$1,833,853'"
b'The Tribe', 13 theaters, 96 days / 13.7 weeks,"b'$158,000'",Drafthouse,"June 17, 2015",b'Foreign',b'2 hrs. 12 min.',b'Unrated',b'N/A',"b'$150,564'"
b'Tricked', 1 theaters, 7 days / 1 weeks,"b'$3,700'",Kino Lorber,"December 13, 2013",b'Foreign',b'0 hrs. 55 min.',b'Unrated',b'N/A',N/A
b'Trigun:<br/>Badlands Rumble', 12 theaters, 56 days / 8 weeks,"b'$67,700'",Eleven Arts,"July 8, 2011",b'Foreign',b'1 hrs. 30 min.',b'Unrated',b'N/A',N/A
b'Tristana (2012 re-release)', 2 theaters, 28 days / 4 weeks,"b'$15,700'",Cohen Media Group,"October 12, 2012",b'Foreign',b'1 hrs. 35 min.',b'PG',b'N/A',N/A
b'Trollhunter', 21 theaters, 105 days / 15 weeks,"b'$275,400'",Magnolia,"June 10, 2011",b'Foreign',b'1 hrs. 30 min.',b'PG-13',b'N/A',"b'$4,159,678'"
b'Tropical Malady', 3 theaters, 168 days / 24 weeks,"b'$63,100'",Strand,"June 24, 2005",b'Foreign',b'1 hrs. 58 min.',b'Unrated',b'N/A',N/A
b'Trouble Every Day (2013 re-release)', 2 theaters, 87 days / 12.4 weeks,"b'$9,600'",The Film Desk,"October 11, 2013",b'Foreign',b'1 hrs. 41 min.',b'Unrated',b'N/A',N/A
b'Tsotsi', 122 theaters, 140 days / 20 weeks,"b'$3,850,900'",Miramax,"February 24, 2006",b'Foreign',b'1 hrs. 34 min.',b'R',b'N/A',"b'$9,879,971'"
"b'Tuesday, After Christmas'", 2 theaters, 135 days / 19.3 weeks,"b'$30,000'",Lorber Films,"May 25, 2011",b'Foreign',b'1 hrs. 39 min.',b'Unrated',b'N/A',"b'$64,038'"
b'Tulpan', 4 theaters, 163 days / 23.3 weeks,"b'$184,300'",Zeitgeist,"April 1, 2009",b'Foreign',b'1 hrs. 40 min.',b'Unrated',b'N/A',"b'$1,166,344'"
b'The Tunnel', 2 theaters, 163 days / 23.3 weeks,"b'$62,600'",Avatar,"April 27, 2005",b'Foreign',b'2 hrs. 40 min.',b'Unrated',b'N/A',"b'$46,296'"
b'The Turin Horse', 3 theaters, 231 days / 33 weeks,"b'$61,300'",Cinema Guild,"February 10, 2012",b'Foreign',b'2 hrs. 26 min.',b'Unrated',b'N/A',"b'$56,391'"
"b'Turn Me On, Dammit!'", 5 theaters, 182 days / 26 weeks,"b'$136,000'",New Yorker,"March 30, 2012",b'Foreign',b'1 hrs. 16 min.',b'Unrated',b'N/A',"b'$126,085'"
b'Turtles Can Fly', 16 theaters, 133 days / 19 weeks,"b'$349,400'",IFC,"February 18, 2005",b'Foreign',b'1 hrs. 36 min.',b'PG-13',b'N/A',"b'$1,075,553'"
b'Tuvalu', 8 theaters, 448 days / 64 weeks,"b'$598,000'",Indican,"April 27, 2001",b'Foreign',b'1 hrs. 41 min.',b'Unrated',b'N/A',N/A
"b""Tuya's Marriage""", 5 theaters, 217 days / 31 weeks,"b'$106,300'",Music Box Films,"April 4, 2008",b'Foreign',b'1 hrs. 26 min.',b'Unrated',b'N/A',"b'$2,476,766'"
b'Twenty (2015)', 25 theaters, 24 days / 3.4 weeks,"b'$136,900'",CJ Entertainment,"April 17, 2015",b'Foreign',b'1 hrs. 55 min.',b'Unrated',b'N/A',"b'$136,125'"
b'Twilight Samurai', 16 theaters, 210 days / 30 weeks,"b'$780,600'",Empire,"April 23, 2004",b'Foreign',b'2 hrs. 9 min.',b'Unrated',b'N/A',"b'$7,338,987'"
b'Twin Sisters', 1 theaters, 7 days / 1 weeks,"b'$2,100'",Miramax,"May 6, 2005",b'Foreign',b'1 hrs. 32 min.',b'R',b'N/A',"b'$5,145,363'"
"b'Two Days, One Night'", 120 theaters,N/A,"b'$1,529,700'",IFC,"December 24, 2014",b'Foreign',b'1 hrs. 35 min.',b'PG-13',b'N/A',"b'$6,863,243'"
b'Two Drifters', 1 theaters, 98 days / 14 weeks,"b'$32,300'",Strand,"June 23, 2006",b'Foreign',b'1 hrs. 41 min.',b'Unrated',b'N/A',N/A
b'Two Lives', 1 theaters,N/A,"b'$24,600'",IFC,"February 28, 2014",b'Foreign',b'1 hrs. 37 min.',b'Unrated',b'N/A',N/A
b'The Two of Us', 2 theaters, 119 days / 17 weeks,"b'$76,400'",Rialto,"May 27, 2005",b'Foreign',b'1 hrs. 26 min.',b'Unrated',b'N/A',N/A
b'Two or Three Things I Know About Her (re-issue)', 2 theaters, 175 days / 25 weeks,"b'$135,600'",Rialto,"November 17, 2006",b'Foreign',b'1 hrs. 30 min.',b'Unrated',b'N/A',N/A
b'Tycoon (2003)', 3 theaters, 154 days / 22 weeks,"b'$176,900'",New Yorker,"June 13, 2003",b'Foreign',b'2 hrs. 3 min.',b'Unrated',b'N/A',"b'$123,159'"
b'Typhoon', 24 theaters, 35 days / 5 weeks,"b'$183,900'",Paramount Classics,"June 2, 2006",b'Foreign / Action',b'2 hrs. 4 min.',b'R',b'N/A',"b'$25,564,473'"
